# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Tue Oct  8 23:23:56 CEST 2019
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 9.30103 1.7314014435 2.5550575256    1.630  3.670  3.4909 -0.104    8  0.555  0.381   236.11   117.60  0  -1.8e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.405 2.376 2.086 0.964 -1.289 -3.432 -6.325 -7.262 -7.628
0.0152 0.01508 9.30103 1.7314093113 2.5550580025    1.627  3.678  3.4915 -0.110    8  0.556  0.381   239.18   118.87  0 -1.95e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.425 2.358 2.048 0.919 -1.327 -3.467 -6.342 -7.279 -7.644
0.0152 0.01508 9.30103 1.7314095497 2.5550580025    1.627  3.568  3.5037  0.048    8  0.556  0.381   169.83    88.42  1 -1.04e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.150 2.377 1.691 0.478 -1.537 -3.574 -6.030 -6.954 -7.294
0.0152 0.01508 9.30103 1.7314102650 2.5550580025    1.627  3.439  3.5201  0.243    8  0.556  0.381   111.68    61.54  1 -6.12e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.828 2.361 1.118 -0.270 -1.910 -3.732 -5.655 -6.562 -6.869
0.0152 0.01508 9.30103 1.7314116955 2.5550582409    1.626  3.224  3.5475  0.567    8  0.557  0.381    55.44    33.59  1 -2.49e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.290 2.310 0.478 -1.078 -2.271 -3.611 -5.025 -5.896 -6.151
0.0152 0.01508 9.30103 1.7314138412 2.5550582409    1.625  3.231  3.5466  0.556    8  0.557  0.381    56.75    34.27  1 -2.57e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.308 2.312 0.493 -1.060 -2.263 -3.619 -5.045 -5.917 -6.174
0.0152 0.01508 9.30103 1.7314167023 2.5550584793    1.623  3.316  3.5357  0.427    8  0.557  0.381    74.96    43.58  1 -3.69e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.520 2.336 0.698 -0.799 -2.152 -3.707 -5.294 -6.183 -6.459
0.0152 0.01508 9.30103 1.7314203978 2.5550587177    1.621  3.447  3.5189  0.229    8  0.558  0.381   114.98    63.07  1 -6.37e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.847 2.367 1.166 -0.210 -1.878 -3.717 -5.678 -6.586 -6.896
0.0152 0.01508 9.30103 1.7314248085 2.5550589561    1.619  3.564  3.5038  0.050    8  0.559  0.381   168.98    87.95  1 -1.03e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.140 2.385 1.698 0.485 -1.529 -3.565 -6.020 -6.944 -7.284
0.0152 0.01508 9.30103 1.7314300537 2.5550591946    1.616  3.642  3.4936 -0.069    8  0.560  0.381   218.29   109.71  0 -1.42e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.334 2.390 2.018 0.881 -1.323 -3.447 -6.245 -7.180 -7.540
0.0152 0.01508 9.30103 1.7314361334 2.5550596714    1.613  3.681  3.4884 -0.130    8  0.561  0.381   249.13   122.94  0 -2.09e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.433 2.392 2.156 1.031 -1.245 -3.397 -6.359 -7.299 -7.669
0.0152 0.01508 9.30103 1.7314430475 2.5550601482    1.609  3.697  3.4861 -0.156    8  0.562  0.381   263.73   129.09  0  -2.5e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.473 2.393 2.196 1.059 -1.230 -3.388 -6.407 -7.348 -7.722
0.0152 0.01508 9.30103 1.7314507961 2.5550603867    1.605  3.705  3.4864 -0.164    8  0.563  0.381   268.08   130.87  0 -2.72e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.493 2.380 2.177 1.038 -1.253 -3.411 -6.426 -7.366 -7.741
0.0152 0.01508 9.30103 1.7314510345 2.5550606251    1.605  3.610  3.4974 -0.025    8  0.563  0.381   198.34   100.86  0 -1.28e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.254 2.398 1.915 0.756 -1.384 -3.481 -6.154 -7.084 -7.437
0.0152 0.01508 9.30103 1.7314517498 2.5550606251    1.605  3.483  3.5140  0.168    8  0.563  0.381   130.84    70.39  1 -7.63e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.937 2.385 1.361 0.043 -1.748 -3.660 -5.785 -6.698 -7.018
0.0152 0.01508 9.30103 1.7314529419 2.5550606251    1.604  3.269  3.5419  0.494    8  0.563  0.381    64.84    38.36  1 -3.15e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.403 2.325 0.568 -0.965 -2.227 -3.668 -5.155 -6.035 -6.301
0.0152 0.01508 9.30103 1.7314548492 2.5550606251    1.602  3.276  3.5410  0.483    8  0.564  0.381    66.35    39.13  1 -3.25e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.420 2.328 0.585 -0.944 -2.217 -3.676 -5.175 -6.057 -6.323
0.0152 0.01508 9.30103 1.7314574718 2.5550608635    1.600  3.358  3.5301  0.357    8  0.564  0.381    87.12    49.51  1  -4.6e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.626 2.355 0.829 -0.635 -2.077 -3.735 -5.418 -6.315 -6.601
0.0152 0.01508 9.30103 1.7314606905 2.5550611019    1.598  3.484  3.5135  0.164    8  0.565  0.381   131.93    70.85  1 -7.75e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.939 2.391 1.383 0.070 -1.731 -3.649 -5.788 -6.702 -7.023
0.0152 0.01508 9.30103 1.7314646244 2.5550613403    1.595  3.596  3.4986 -0.009    8  0.565  0.381   191.47    97.73  1 -1.23e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.220 2.408 1.890 0.724 -1.395 -3.483 -6.115 -7.045 -7.395
0.0152 0.01508 9.30103 1.7314693928 2.5550615788    1.592  3.670  3.4886 -0.123    8  0.566  0.381   245.13   120.95  0 -1.95e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.404 2.411 2.171 1.048 -1.225 -3.376 -6.330 -7.270 -7.639
0.0152 0.01508 9.30103 1.7314747572 2.5550618172    1.588  3.707  3.4834 -0.182    8  0.567  0.381   278.39   134.96  0  -2.9e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.498 2.413 2.262 1.110 -1.191 -3.355 -6.439 -7.382 -7.761
0.0152 0.01508 9.30103 1.7314809561 2.5550622940    1.584  3.722  3.4812 -0.208    8  0.568  0.381   294.10   141.45  0 -3.44e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.536 2.420 2.307 1.142 -1.173 -3.341 -6.483 -7.429 -7.812
0.0152 0.01508 9.30103 1.7314879894 2.5550627708    1.579  3.730  3.4813 -0.216    8  0.569  0.381   299.04   143.43  0 -3.72e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.554 2.411 2.294 1.127 -1.190 -3.359 -6.501 -7.446 -7.830
0.0152 0.01508 9.30103 1.7314882278 2.5550627708    1.578  3.647  3.4911 -0.094    8  0.569  0.381   229.97   114.29  0 -1.58e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.347 2.423 2.127 1.006 -1.241 -3.381 -6.266 -7.203 -7.568
0.0152 0.01508 9.30103 1.7314888239 2.5550627708    1.578  3.522  3.5078  0.097    8  0.569  0.381   152.19    79.99  1 -9.41e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.035 2.412 1.599 0.348 -1.584 -3.578 -5.903 -6.822 -7.155
0.0152 0.01508 9.30103 1.7314901352 2.5550627708    1.577  3.310  3.5363  0.423    8  0.570  0.381    75.31    43.54  1 -3.93e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.504 2.349 0.695 -0.807 -2.153 -3.699 -5.276 -6.164 -6.440
0.0152 0.01508 9.30103 1.7314919233 2.5550630093    1.575  3.316  3.5353  0.412    8  0.570  0.381    77.08    44.41  1 -4.06e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.521 2.353 0.718 -0.779 -2.139 -3.702 -5.296 -6.185 -6.462
0.0152 0.01508 9.30103 1.7314944267 2.5550630093    1.572  3.396  3.5244  0.288    8  0.570  0.381   100.76    55.97  1 -5.69e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.721 2.380 1.012 -0.410 -1.964 -3.715 -5.534 -6.436 -6.734
0.0152 0.01508 9.30103 1.7314976454 2.5550632477    1.569  3.517  3.5080  0.100    8  0.571  0.381   150.93    79.35  1 -9.37e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.023 2.419 1.600 0.346 -1.581 -3.572 -5.890 -6.809 -7.141
0.0152 0.01508 9.30103 1.7315014601 2.5550634861    1.566  3.625  3.4932 -0.067    8  0.572  0.381   216.66   108.41  0 -1.46e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.292 2.434 2.075 0.941 -1.268 -3.394 -6.205 -7.140 -7.500
0.0152 0.01508 9.30103 1.7315059900 2.5550637245    1.561  3.695  3.4834 -0.178    8  0.573  0.381   275.27   133.28  0 -2.73e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.469 2.437 2.288 1.138 -1.163 -3.326 -6.410 -7.354 -7.732
0.0152 0.01508 9.30103 1.7315113544 2.5550642014    1.556  3.731  3.4782 -0.236    8  0.574  0.381   311.48   148.23  0    -4e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.558 2.446 2.377 1.196 -1.131 -3.306 -6.513 -7.461 -7.848
0.0152 0.01508 9.30103 1.7315173149 2.5550644398    1.551  3.745  3.4759 -0.261    8  0.575  0.381   328.77   155.23  0 -4.71e-07      0.01 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.594 2.452 2.413 1.218 -1.119 -3.301 -6.555 -7.504 -7.896
0.0152 0.01508 9.30103 1.7315241098 2.5550649166    1.544  3.752  3.4759 -0.270    8  0.576  0.381   334.78   157.57  0  -5.1e-07      0.01 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.611 2.449 2.408 1.210 -1.131 -3.313 -6.571 -7.521 -7.913
0.0152 0.01508 9.30103 1.7315243483 2.5550649166    1.544  3.682  3.4843 -0.166    8  0.576  0.381   267.46   129.77  0 -2.47e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.435 2.451 2.286 1.141 -1.154 -3.314 -6.374 -7.316 -7.693
0.0152 0.01508 9.30103 1.7315249443 2.5550649166    1.543  3.559  3.5012  0.024    8  0.576  0.381   177.54    91.05  1 -1.17e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.128 2.445 1.844 0.657 -1.411 -3.475 -6.016 -6.943 -7.288
0.0152 0.01508 9.30103 1.7315261364 2.5550649166    1.541  3.348  3.5303  0.351    8  0.576  0.381    87.67    49.47  1 -4.95e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.601 2.382 0.849 -0.619 -2.058 -3.713 -5.393 -6.289 -6.575
0.0152 0.01508 9.30103 1.7315278053 2.5550651550    1.539  3.355  3.5294  0.340    8  0.577  0.381    89.74    50.47  1 -5.11e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.617 2.386 0.877 -0.583 -2.040 -3.712 -5.413 -6.309 -6.598
0.0152 0.01508 9.30103 1.7315301895 2.5550651550    1.536  3.433  3.5184  0.218    8  0.577  0.381   116.84    63.37  1 -7.08e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.812 2.418 1.231 -0.140 -1.821 -3.667 -5.645 -6.553 -6.864
0.0152 0.01508 9.30103 1.7315331697 2.5550653934    1.532  3.549  3.5021  0.035    8  0.578  0.381   173.18    89.02  1 -1.14e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.102 2.453 1.822 0.626 -1.423 -3.477 -5.987 -6.913 -7.256
0.0152 0.01508 9.30103 1.7315367460 2.5550656319    1.527  3.652  3.4875 -0.128    8  0.578  0.381   245.97   120.50  0 -1.87e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.360 2.467 2.247 1.121 -1.156 -3.309 -6.289 -7.230 -7.600
0.0152 0.01508 9.30103 1.7315410376 2.5550658703    1.522  3.719  3.4778 -0.236    8  0.579  0.381   310.21   147.18  0 -3.83e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.528 2.476 2.415 1.233 -1.094 -3.270 -6.484 -7.433 -7.820
0.0152 0.01508 9.30103 1.7315459251 2.5550661087    1.515  3.753  3.4726 -0.292    8  0.580  0.381   349.76   163.16  0 -5.52e-07      0.01 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.612 2.491 2.494 1.280 -1.070 -3.259 -6.581 -7.533 -7.930
0.0152 0.01508 9.30103 1.7315516472 2.5550665855    1.507  3.766  3.4703 -0.317    8  0.581  0.381   368.89   170.71  0 -6.46e-07      0.01 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.646 2.505 2.537 1.306 -1.053 -3.249 -6.620 -7.574 -7.975
0.0152 0.01508 9.30103 1.7315579653 2.5550668240    1.499  3.772  3.4700 -0.326    8  0.582  0.381   376.37   173.54  0    -7e-07      0.01 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.661 2.510 2.542 1.305 -1.058 -3.256 -6.635 -7.590 -7.993
0.0152 0.01508 9.30103 1.7315580845 2.5550668240    1.499  3.714  3.4773 -0.239    8  0.583  0.381   311.75   147.46  0 -3.82e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.515 2.495 2.440 1.256 -1.073 -3.250 -6.473 -7.422 -7.810
0.0152 0.01508 9.30103 1.7315586805 2.5550668240    1.498  3.593  3.4944 -0.051    8  0.583  0.381   207.54   103.72  0 -1.46e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.214 2.488 2.095 0.956 -1.234 -3.351 -6.122 -7.056 -7.415
0.0152 0.01508 9.30103 1.7315598726 2.5550670624    1.495  3.384  3.5241  0.277    8  0.583  0.381   102.25    56.24  1 -6.28e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.690 2.424 1.062 -0.359 -1.920 -3.677 -5.504 -6.406 -6.705
0.0152 0.01508 9.30103 1.7315614223 2.5550670624    1.492  3.390  3.5231  0.266    8  0.583  0.381   104.79    57.43  1 -6.49e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.706 2.430 1.098 -0.315 -1.897 -3.671 -5.523 -6.426 -6.728
0.0152 0.01508 9.30103 1.7315636873 2.5550673008    1.488  3.466  3.5120  0.144    8  0.584  0.381   136.11    71.96  1 -8.92e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.896 2.469 1.516 0.220 -1.619 -3.560 -5.749 -6.664 -6.989
0.0152 0.01508 9.30103 1.7315664291 2.5550673008    1.482  3.578  3.4957 -0.035    8  0.584  0.381   200.12   100.36  0 -1.41e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.175 2.501 2.069 0.923 -1.244 -3.352 -6.080 -7.013 -7.368
0.0152 0.01508 9.30103 1.7315698862 2.5550675392    1.476  3.677  3.4810 -0.194    8  0.585  0.381   281.97   134.89  0 -2.74e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.423 2.513 2.406 1.245 -1.064 -3.231 -6.371 -7.316 -7.698
0.0152 0.01508 9.30103 1.7315739393 2.5550677776    1.468  3.741  3.4713 -0.300    8  0.586  0.381   353.98   164.06  0 -5.48e-07      0.01 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.583 2.534 2.557 1.337 -1.016 -3.208 -6.556 -7.509 -7.908
0.0152 0.01508 9.30103 1.7315785885 2.5550680161    1.459  3.773  3.4660 -0.355    8  0.587  0.381   398.89   181.73  0 -7.83e-07      0.01 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.664 2.567 2.641 1.386 -0.991 -3.200 -6.646 -7.604 -8.012
0.0152 0.01508 9.30103 1.7315839529 2.5550684929    1.448  3.786  3.4634 -0.382    8  0.588  0.381   421.75   190.48  0  -9.2e-07      0.02 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.696 2.597 2.692 1.418 -0.971 -3.190 -6.683 -7.643 -8.057
0.0152 0.01508 9.30103 1.7315899134 2.5550687313    1.437  3.793  3.4628 -0.394    8  0.589  0.381   432.39   194.38  0    -1e-06      0.02 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.711 2.616 2.712 1.429 -0.966 -3.189 -6.698 -7.660 -8.076
0.0152 0.01508 9.30103 1.7315900326 2.5550687313    1.436  3.745  3.4687 -0.323    8  0.589  0.381   371.11   170.32  0 -6.16e-07      0.01 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.593 2.566 2.619 1.384 -0.978 -3.177 -6.572 -7.527 -7.929
0.0152 0.01508 9.30103 1.7315906286 2.5550687313    1.435  3.627  3.4861 -0.136    8  0.589  0.381   247.66   120.05  0 -1.88e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.297 2.546 2.352 1.220 -1.062 -3.217 -6.230 -7.173 -7.545
0.0152 0.01508 9.30103 1.7315915823 2.5550687313    1.432  3.419  3.5166  0.194    8  0.589  0.381   121.63    64.90  1 -8.24e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.776 2.495 1.375 0.025 -1.702 -3.576 -5.615 -6.525 -6.840
0.0152 0.01508 9.30103 1.7315931320 2.5550689697    1.427  3.425  3.5154  0.181    8  0.590  0.381   124.83    66.35  1 -8.53e-08      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.792 2.503 1.425 0.089 -1.667 -3.557 -5.635 -6.546 -6.863
0.0152 0.01508 9.30103 1.7315951586 2.5550689697    1.421  3.499  3.5041  0.060    8  0.590  0.381   161.93    83.03  1 -1.16e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.977 2.536 1.838 0.623 -1.383 -3.414 -5.856 -6.779 -7.118
0.0152 0.01508 9.30103 1.7315977812 2.5550692081    1.413  3.607  3.4877 -0.116    8  0.591  0.381   236.54   115.11  0 -1.81e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.247 2.567 2.345 1.222 -1.051 -3.202 -6.175 -7.116 -7.486
0.0152 0.01508 9.30103 1.7316008806 2.5550694466    1.404  3.701  3.4730 -0.272    8  0.591  0.381   331.15   153.80  0 -4.22e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.483 2.583 2.587 1.383 -0.959 -3.145 -6.453 -7.404 -7.798
0.0152 0.01508 9.30103 1.7316045761 2.5550696850    1.393  3.763  3.4630 -0.377    8  0.592  0.381   414.38   186.46  0 -8.25e-07      0.02 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.637 2.638 2.743 1.474 -0.912 -3.130 -6.626 -7.586 -7.998
0.0152 0.01508 9.30103 1.7316088676 2.5550699234    1.380  3.793  3.4576 -0.433    8  0.593  0.381   467.30   206.57  0 -1.17e-06      0.03 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.713 2.724 2.861 1.556 -0.868 -3.112 -6.706 -7.673 -8.098
0.0152 0.01508 9.30103 1.7316137552 2.5550701618    1.366  3.805  3.4547 -0.461    8  0.594  0.381   495.92   217.10  0 -1.38e-06      0.04 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.744 2.780 2.930 1.612 -0.835 -3.095 -6.738 -7.707 -8.140
0.0152 0.01508 9.30103 1.7316192389 2.5550704002    1.350  3.811  3.4537 -0.476    8  0.595  0.381   511.16   222.42  0 -1.52e-06      0.05 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.758 2.813 2.964 1.638 -0.821 -3.088 -6.751 -7.722 -8.158
0.0152 0.01508 9.30103 1.7316193581 2.5550704002    1.349  3.774  3.4583 -0.421    8  0.596  0.381   454.00   200.72  0 -1.04e-06      0.03 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.666 2.723 2.865 1.569 -0.844 -3.083 -6.662 -7.626 -8.048
0.0152 0.01508 9.30103 1.7316199541 2.5550704002    1.346  3.658  3.4758 -0.235    8  0.596  0.381   303.87   141.81  0 -3.09e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.374 2.633 2.601 1.415 -0.912 -3.090 -6.337 -7.286 -7.675
0.0152 0.01508 9.30103 1.7316209078 2.5550706387    1.340  3.451  3.5072  0.095    8  0.596  0.381   148.86    76.47  1 -1.14e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.857 2.598 1.805 0.561 -1.382 -3.382 -5.726 -6.646 -6.980
0.0152 0.01508 9.30103 1.7316223383 2.5550706387    1.332  3.457  3.5057  0.080    8  0.596  0.381   153.57    78.48  1 -1.19e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -3.872 2.609 1.863 0.634 -1.340 -3.355 -5.746 -6.668 -7.004
0.0152 0.01508 9.30103 1.7316242456 2.5550708771    1.321  3.529  3.4938 -0.043    8  0.597  0.381   200.20    98.56  0 -1.62e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.053 2.647 2.273 1.140 -1.055 -3.175 -5.963 -6.898 -7.257
0.0152 0.01508 9.30103 1.7316267490 2.5550708771    1.307  3.633  3.4766 -0.221    8  0.597  0.381   293.07   136.78  0 -2.66e-07      0.00 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.313 2.672 2.631 1.452 -0.871 -3.046 -6.274 -7.223 -7.610
0.0152 0.01508 9.30103 1.7316297293 2.5550711155    1.290  3.724  3.4611 -0.379    8  0.598  0.381   411.82   183.13  0 -7.25e-07      0.01 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.540 2.730 2.864 1.593 -0.793 -3.014 -6.537 -7.497 -7.910
0.0152 0.01508 9.30103 1.7316331863 2.5550713539    1.270  3.783  3.4503 -0.488    8  0.599  0.381   519.44   223.22  0 -1.42e-06      0.04 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.687 2.890 3.082 1.765 -0.706 -2.986 -6.690 -7.661 -8.098
0.0152 0.01508 9.30103 1.7316373587 2.5550715923    1.247  3.812  3.4439 -0.551    8  0.600  0.381   593.05   249.50  0 -2.05e-06      0.08 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.760 3.087 3.268 1.923 -0.626 -2.951 -6.752 -7.734 -8.191
0.0152 0.01508 9.30103 1.7316420078 2.5550718307    1.222  3.824  3.4400 -0.587    8  0.601  0.381   639.37   265.23  0  -2.5e-06      0.10 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.789 3.234 3.404 2.042 -0.558 -2.911 -6.773 -7.763 -8.233
0.0152 0.01508 9.30103 1.7316472530 2.5550720692    1.194  3.829  3.4421 -0.594    8  0.602  0.381   647.15   266.81  0  -2.8e-06      0.13 6.839e-01 3.007e-01 1.861e-03 2.021e-03 6.507e-03 -1.000 1.539e-02 -4.803 3.361 3.463 2.058 -0.554 -2.906 -6.765 -7.763 -8.242
